page_id,url,is_seed,is_spam,text
10,https://www.site.com/p/10,0,0,word77 word31 word230 word52 word175 word43 word258 word88 word20 word126 word224 word224 https://www.site.com/p/140 word268 word267 word81 word186 word190 word144 word198 word209 word173 word26 word171 word33 word168 word48 word285 word197 word145 word129 word76 https://www.site.com/p/6 word170 word41 word298 word72 word179 word158 word200 word66 word43 word158 word286 word192 word168 word65 word269 word47 word216 word260 word185 word9 word185 word158 word92 word109 word174 word248 word98 word115 https://www.site.com/p/155 word70 word79 word39 word151 word51 word259 word276 word269 word19 word172 word67 word192 word78 word83 word92 word84 word224 word22 https://www.site.com/p/35 word210 word186 word121 word227 word145 word229 word119 word273 word122 word158 word240 word99 word188 word292 word225 word236 word144 word195 word257 word270 word214 word82 word102 word70 word128 word26 https://www.site.com/p/28 word246 word190 word283 word52 word264 word63 word145 word42 word82 https://www.site.com/p/60 word139 word230 word262 word75 word223 word46 word113 word230 word178 word13 word212 word27 word202 word257 word191 word120 word197 word41 word191 word114 word14 word163 word50 word171 word74 word70 word19 word146 word241 word71 word240 word229
11,https://www.site.com/p/11,0,0,word56 word255 word274 word8 word263 word294 word123 word73 word149 word219 word0 word180 word123 word292 word213 word95 word43 word268 word184 word34 word269 https://www.site.com/p/82 word278 word259 word259 word283 word10 word199 word240 word22 word198 word191 word129 word8 word182 word34 word176 word123 word53 word297 word170 word68 word22 word180 https://www.site.com/p/183 word279 word173 word89 word237 word245 word93 word69 word32 word234 word18 word150 https://www.site.com/p/46 https://www.site.com/p/78 word103 word22 word102 word21 word161 word158 word263 word203 word278 word242 word129 word18 word97 word146 word182 word24 word169 word139 word63 word188 word223 word204 word225 word197 word173 word95 word254 word254 word188 word265 word136 word42 https://www.site.com/p/28 word217 word40
12,https://www.site.com/p/12,0,0,word21 word180 word222 word140 word29 word38 word207 word186 word262 word81 word15 word73 word224 word17 word64 word34 word120 word187 word185 word196 word290 word16 word78 word230 word189 word190 word227 word39 word293 word70 word271 word187 word203 word160 word142 word127 word58 word13 word95 word255 word265 word198 word287 word60 word134 word133 word228 word109 word146 word251 word102 word62 word69 https://www.site.com/p/197 word37 word231 word88 word227 word44 word163 word177 word33 word281 word277 word148 word153 word80 word89 word185 word260 word114 word62 word102 word71 word121 word252 word13 word184 word283 word293 word188 word239 word282 word66 word44 word33 word158 word203 word245 word269 word210 word209 word294 word37 word64 word162 word37 word230 word238 word264 word176 word65 word282 word93 word66 word221 https://www.site.com/p/166 word257 word28 word63 word265 word78 word155 word84 word82 word165 word115 word177 word265 word145 word40 word128 word100 word282 word140 word64 word155 word273 word47 word257 word86 word297 word78 word87 word172 word288 word21 word14 word41
13,https://www.site.com/p/13,0,0,word15 word254 word279 word148 word154 word247 word125 word207 word152 word232 word37 word30 word80 word225 word212 word247 word237 word104 word174 word73 word160 word163 word176 word204 word66 word189 word263 word287 word54 word163 word123 word238 word62 word136 word230 https://www.site.com/p/6 word126 word72 word49 word25 word148 word196 word214 word127 word81 word167 word295 word160 word97 word81 word255 word263 word239 https://www.site.com/p/120 word255 word157 word254 word11 word46 word201 word258 word234 word123 word110 word298 word180 word24 word25 word144 word253 word240 word146 word274 word4 word55 word220 word68 word135 word187 word206 word187 word23 word205 https://www.site.com/p/180 word26 word291 word287 word99 word185 word283 word147 word37 word197 word258 word230 word281 word143 word60 word65 word49 word201 word191 word173 word285 word187 word73 word101 word260 word205 word256 word20 word23 word19 word70 word170 word242 word265 word233 word76 word263 word71 word167 word163 word83 word201 word153 word172 word259 word260 word272 word250 word288 word153 word243 https://www.site.com/p/198 word8 word188 word169 word56 word213 word298 word157 word13 word242 https://www.site.com/p/188 word135 word296 word295 word116 word26 word298 word245 word87 word268 word194 word75 word124 word16 word293 word56 word97 word9 word225 word160
14,https://www.site.com/p/14,0,1,word269 word192 word160 word88 word235 word272 word175 word279 word181 word135 word247 word98 word126 word142 word285 word152 word115 word152 word147 word106 word250 word162 word245 word178 word286 word140 word147 word62 word293 word278 word194 word202 word176 word74 word148 word21 word147 word40 word177 word226 word131 word245 word109 word103 word275 word138 word287 word139 word70 word55 word122 word124 word25 word271 word115 word119 word26 word51 word211 word169 word241 word51 word70 word2 word281 word80 word208 word243 word244 word102 word147 word164 word146 word30 word45 word293 word118 word273 word19 word89 word213 word90 word18 word203 word253 word95 word148 word19 word4 word152 word290 word54 word171 word145 word232 word278 word268 word252 word68 word258 word239 word139 word98 https://www.site.com/p/195 word57 word169 word83 word234 word131 word95 word7 word172 word151 word290 word98 word89 word207 word218 word263 word167 word44 word205 word48 word94 word71 word244 word165 word127 https://www.site.com/p/107 word3 word133 word196 word120 word228 word136 word168 word154 word298 word293 word5 word133 word184 word120
15,https://www.site.com/p/15,0,0,word60 word151 word188 word113 word112 word68 word244 word78 word232 word191 word212 word281 word241 word275 word111 word126 word41 word269 word228 word270 word185 word39 word288 word57 word31 word280 word258 word103 word293 word274 https://www.site.com/p/28 word76 word84 word167 word266 word226 word59 word105 https://www.site.com/p/197 word298 word250 word46 word261 https://www.site.com/p/57 word228 word28 word232 word67 word262 word212 word233 word288 word29 word286 word236 word157 word11 word202 word130 word1 word111 word296 word37 word23 word216 word176 word32 word277 word30 word35 word241 word16 word146 word209 word92 word69 word215 word191 word195 word229 word193 word192 word41 word276 word68 word178 word60 word91 word275 https://www.site.com/p/6 word201 word270 word65 word114 word1 word11 word152 word237 word278 word217 word272 word194 word117 word126 word235 word177 word79 https://www.site.com/p/198 word141 word96 word57 word16 word214 word8 word123 word105 word34 word51 word17 word228 word24 word125 word22 word205
16,https://www.site.com/p/16,0,1,word266 word113 word211 word153 word140 word31 word285 word89 word218 word284 word253 word24 word176 word195 word268 word163 word213 word209 word76 word153 word192 word94 word275 word242 word123 word115 word153 word73 word237 word29 word287 word211 https://www.site.com/p/45 word213 word285 word271 word68 word198 word124 word130 word104 word169 word40 word230 word189 word47 word274 word97 word26 word137 word193 word20 word37 word96 word286 word111 word245 word106 word170 word155 word7 word108 https://www.site.com/p/132 word97 word60 word245 word124 word104 word203 word122 word282 word164 word144 word194 word238 word273 word183 word157 word133 word184 word262 word254 word238 word50 word240 word163 word104 word189 word160 word211 word23 word288 https://www.site.com/p/169 word113 word74 word8 word133 word283 word299 https://www.site.com/p/132 word296 word213
17,https://www.site.com/p/17,0,0,word235 word86 word180 word86 word71 word279 word250 word94 word277 word30 word268 word17 word38 word24 word3 word211 word70 word118 word34 word77 word4 word111 https://www.site.com/p/23 word258 word233 word191 word30 word247 word249 word8 word3 word272 word282 word210 word6 word8 word271 word140 word274 word146 word8 word257 word220 word91 word54 word49 word268 https://www.site.com/p/57 word76 word123 word98 word269 word129 word181 word136 word203 word40 word191 word207 word235 word289 word124 word115 word153 word41 word16 word47 word207 word194 word193 word282 word243 word28 word4 word87 word42 word255 word222 word169 word289 word48 word270 word21 word117 word108 word290 word243 word138 word23 word38 word143 word278 word288 word16 word91 word161 word8 word106 word73 word203 word39 word153 word83 word288 word123 word290 word199 word276 word169 word196 https://www.site.com/p/194 word71 word40 word256 https://www.site.com/p/33 word177 word27 word50 word223 word118 word38 word174 word203 word167 word15 word139 word230 word251 word116 word182 word283 word192 word221 word95 word299 word194 word43 word151 word126 word37 word42 word137 word78 word194 word78 word199
18,https://www.site.com/p/18,0,0,word284 word262 word208 word52 word13 word45 word181 word283 word47 word166 word197 word6 word149 word211 word198 word43 word286 word124 word292 word266 word86 word194 word86 word71 word137 word154 word137 word252 word74 word32 word85 word222 word141 word215 word153 word247 word39 word184 word128 word126 word253 word100 https://www.site.com/p/115 word234 https://www.site.com/p/28 word54 word69 word155 word3 word202 word170 word194 word168 word225 word171 word220 word69 word153 word164 word102 word245 word160 word90 https://www.site.com/p/76 word203 word163 word149 word251 word294 word124 word166 word192 word143 word201 word186 word58 word288 word102 word279 word92 word281 word13 word236 word107 word224 word149 word35 word209 word255 word71 word155 word123 word129 word78 word216 word193 word37 word229 word245 word298 word205 word273 word259 word214 word278 word18 word184 word274 word43 word55 word127 word181 word85 word22 word288 word204 word169 word220 word54 word5 word50 word132 word113 word261 word265 word285 word297 word294 word113 word228 word191 word200 word237 https://www.site.com/p/35 word256 word77 word176 word12 word247 word53 word151 https://www.site.com/p/173 word212 word43 word59 word72 word178 word159 word175 word233 word105 word266 word247 word178 word243 word49
19,https://www.site.com/p/19,0,0,word169 word286 word218 word236 https://www.site.com/p/28 word118 word207 word94 word95 word221 word202 word14 word101 word230 word219 word199 word2 word109 word105 word142 word32 word295 word52 word274 word95 word187 word166 word100 word234 word58 word134 word250 word270 https://www.site.com/p/62 word160 word198 word200 word58 word178 word180 https://www.site.com/p/146 word234 word88 word152 https://www.site.com/p/108 word43 word68 word160 word60 word122 word156 word59 word93 word191 word72 word261 word198 word214 word70 https://www.site.com/p/193 word294 word196 word216 word95 word249 word275 word88 word284 word85 word250 word147 word71 word95 word161 word230 word27 word183 word4 word248 word69 word99 word196 word287 word258 word253 word209 word251 word212 word227 word250 word85 word42 word289 word15 word112 word149 word16 word140 word115 word275 word147 word86 word234 word289 https://www.site.com/p/6 word253
20,https://www.site.com/p/20,0,0,https://www.site.com/p/193 word224 word60 word121 word107 word179 word219 word84 word71 word105 word105 word30 word291 https://www.site.com/p/57 word179 word272 word143 word275 word86 word165 word149 word148 word293 word136 word263 word48 word69 https://www.site.com/p/35 word210 word30 word141 word64 word67 word127 word74 word164 word126 word201 word250 word72 word295 word137 word212 word192 word231 word38 word47 word206 word263 word142 word188 word232 word249 word167 word297 word1 word47 word234 word183 word32 word273 word203 word111 word219 word108 word253 word137 word165 word145 word172 word280 word295 word66 word289 word248 word175 word24 word23 word50 word235 word8 word63 word80 word225 word233 word0 word219 word103 word67 word154 word81 word140 word47 https://www.site.com/p/70 word184
21,https://www.site.com/p/21,0,0,https://www.site.com/p/42 word39 word67 https://www.site.com/p/146 word115 word265 word227 word4 word4 word175 word61 word216 https://www.site.com/p/65 word67 word244 word36 word117 word196 word45 word52 word52 word160 word188 word153 word70 word195 word68 word73 word35 word271 word288 word4 https://www.site.com/p/35 word84 word225 word179 word109 word77 word210 word226 word111 word44 word51 word71 word63 word196 word179 word219 word161 word71 word126 word141 word43 word127 word283 word145 word13 word154 word105 word265 word260 https://www.site.com/p/130 word96 word200 word151 word27 word122 word253 word197 word57 word123 word255 word36 word270 word6 word184 word162 word67 word198 word291 word215 word187 word279 word88 word241 word37 word8 word34 word7 word134 word110 word20 word30 word203 word259 word146 word256 word212 word216 word205 word42 word274 word275 word78 word142 word42 word158 word40 word261 word104 word79 word274 word167 word200 word33 word158 word223 word122 word29 word125 word44 word222 word59 word232 word28 word158 word89 word61 word6 word70 word5 word83 word254 https://www.site.com/p/127 word177 word267 word264 word132 word85 word190 word64 word137 word60 word15 word171 word219 word139
22,https://www.site.com/p/22,0,0,word23 word241 word186 https://www.site.com/p/101 word196 word76 word91 https://www.site.com/p/30 word18 word283 word214 word114 word164 word127 word213 word163 word138 word39 word292 word190 word61 word257 word26 https://www.site.com/p/6 word91 word114 word264 word23 word205 word35 word238 word144 word159 word167 word44 https://www.site.com/p/55 word283 word233 word4 word188 word102 https://www.site.com/p/178 word149 word288 word155 word124 word237 word188 word252 word100 word279 word125 word77 word3 word209 word12 word119 word277 word177 word4 word171 word0 word192 word157 word53 word105 word271 word121 word214 word251 https://www.site.com/p/57 word30 word72 word143 word47 word22 word118 word266 word211 word190 word234 word43 word297 word48 word258 word68 word201 word38 word290 word31 https://www.site.com/p/57 word222 word66 word121 word149 word133 word161 word201 word167 word162 word231 word139 word119 word38 word103 word69 https://www.site.com/p/83 word299 word55 word79 word54 word84 word230 word238 word160 word208 word61 word274 word183
23,https://www.site.com/p/23,0,0,word231 word284 word281 word127 word48 word236 word52 word71 word62 word6 word31 word113 word66 word101 word205 word190 word43 word298 https://www.site.com/p/134 word132 word38 word11 word33 word101 word227 word65 word47 word169 word62 word21 word236 word25 word86 word293 word221 word202 word254 word15 word195 word218 word88 word181 word109 word95 word140 word143 word228 word76 word17 word125 word151 word255 word210 word281 word245 word31 word44 word143 word196 word70 word214 word102 word269 word127 word278 word9 word195 word183 word245 word278 word248 word176 word289 word257 word164 word198 word138 word92 word13 word163 word112 word15 word143 word29 word241 word271 word183 word299 word119 word81 word51 word126 word123 word136 https://www.site.com/p/70 word273 word28 word112 word294 word198 word181 word88 word90 word121 word162 word183 word14 word180 word290 word288 word72 word288 word96 word252 word277 word158 word89 word251 word19 word46 word28 word119 word112 word10 word269 word244 word0 word169 word103 word66 word174 word90 word165
24,https://www.site.com/p/24,0,0,word202 word51 word172 word154 word165 word69 word80 word223 word249 word162 word89 word287 word182 word114 word89 https://www.site.com/p/62 word193 word157 word150 word65 word90 word0 word293 word200 word290 word16 word93 word162 word113 word289 word53 word254 word72 word169 word39 word121 word177 word163 word85 word45 word171 word228 word5 word135 word107 word127 word34 word179 word131 word55 word0 word24 word197 word224 word214 word85 word211 word252 https://www.site.com/p/189 word193 word179 word279 word192 word51 word245 word295 word115 word83 word231 https://www.site.com/p/114 https://www.site.com/p/189 word37 word17 word150 word10 word163 word133 word53 word37 word175 word87 word192 word82 word38 word280 word47 word173 word247 word15 word220 word84 word222 word80 word27 word51 word169 word105 word97 word209 word283 word276 word135 word144 word152 word121 word49 word25 word201 word292 word281 word251 word78 word27 word184 word1 word218 word44 word150 word245 word102 word49 word13 word105 https://www.site.com/p/67 word87 word149 word41 word242 word59 word157 word203 word241
25,https://www.site.com/p/25,0,0,word49 word43 word176 word277 word211 word116 word283 word31 word198 word267 word214 word274 word243 word293 word120 word243 word153 https://www.site.com/p/95 word40 word202 word17 word257 word292 word264 word292 word75 word61 word229 word88 word85 word108 word98 word64 word21 word216 word40 word222 word103 word75 word132 https://www.site.com/p/165 word163 word34 word44 word198 word284 word203 word282 word166 word141 word266 word234 https://www.site.com/p/194 word6 word267 word214 word57 word212 word76 word75 word290 word298 word51 word54 word288 word51 https://www.site.com/p/189 https://www.site.com/p/16 word146 word274 word176 word210 word135 word196 word248 word292 word242 word19 word88 word141 word206 word73 word205 word19 word202 word169 word121 word25 word243 word137 word190 word10 word172 word155 https://www.site.com/p/62 word159 word143 word251 word50 word116 https://www.site.com/p/131 word68 word153 word226 word164 word137
26,https://www.site.com/p/26,0,0,word14 https://www.site.com/p/46 word88 word98 word102 word29 word127 word16 word233 word25 word184 word101 word140 word188 word237 word258 word203 word63 word15 word123 word190 word250 word228 word90 word242 word282 word179 word176 word83 word132 word46 word145 word14 word197 word25 word83 word292 word109 word113 word115 word105 word137 word209 word262 word10 word4 word242 word67 word88 word4 word114 word129 word156 https://www.site.com/p/14 word140 word216 word192 word178 word235 word129 word111 word238 word154 word266 word203 word299 word52 word3 word261 word191 word287 https://www.site.com/p/45 word144 word152 word55 word246 word32 word172 word141 word166 word141 word133 word152 word96 word76 word264 word123 word29 word206 word163 word71 word13 word254 word151 word132 word214 word207 word198 word18 word298 word292 word97 word175 word113 word273 word243 word183 word259 word153 word87 word285 word92 word150 word49 word241 word65 word132 https://www.site.com/p/124 word286 word93 word171 word45 word113 word181 word114 word157 word215 word169 word190 word133 word299 word150 word237 word60 word240 word27 word298 word297 word36 word241 word99 word256 word61 word195 word271 word152 word211 word27 word77 word70 word102 word175 word209 word291 word234 word73
27,https://www.site.com/p/27,0,0,word295 word81 word250 word45 word66 word222 word219 word206 word219 word244 word196 word2 word19 word273 word102 word191 word7 word164 word271 word97 word9 word2 word127 word115 word176 word159 word66 word52 word196 word257 https://www.site.com/p/123 word156 word85 word33 word23 word152 word148 word233 word266 word268 word172 word222 word68 https://www.site.com/p/53 word175 word250 word183 word96 word84 word206 word9 word116 word114 word67 word108 word11 word258 word86 word63 word187 word19 word192 word130 word273 word24 word24 word55 word10 word24 word59 word213 word227 word194 word63 word280 word129 word242 word78 word105 word4 word154 word215 word51 word266 word138 word70 word214 word53 word261 word60 word144 word58 word54 word254 word101 word102 word134 word267 word103 word183 word209 word151 word82
28,https://www.site.com/p/28,1,0,word6 word45 word56 word293 word252 word76 word46 word261 word38 https://www.site.com/p/38 word51 word131 word118 word233 word151 word135 word237 word25 word51 word89 word20 word148 https://www.site.com/p/173 word184 word160 word218 word59 word48 word23 word4 https://www.site.com/p/70 word70 word87 word168 word183 word224 word137 word47 word190 word175 word93 word58 https://www.site.com/p/120 https://www.site.com/p/156 word205 word204 word233 word139 word197 word244 word215 word85 word57 word67 word30 word81 word53 word213 word247 word291 word224 word92 word194 word183 word14 https://www.site.com/p/142 word66 word247 word249 https://www.site.com/p/123 word57 word210 word225 word23 word32 word133 word160 word6 word268 word295 word289 word114 word173 word265 word267 word48 word221
29,https://www.site.com/p/29,0,0,word25 word259 word114 word281 word193 word206 word120 word40 word235 word227 word293 word229 word45 word255 word228 word161 word60 word254 word9 word52 word206 word211 word18 word285 word281 word0 word46 word155 word260 word287 word105 word233 word174 word186 word27 word114 https://www.site.com/p/149 word232 word169 word286 word242 word186 word231 word58 word49 word113 word1 word174 word181 word149 word280 word267 word191 word54 word23 word84 word252 word71 word209 word54 word130 word100 word96 word61 word201 word110 word234 word97 word173 https://www.site.com/p/28 word55 word212 word23 word63 word230 word234 word258 word68 word255 word2 word271 word24 word283 word221 word299 word247 word260 word90 word296 word88 word65 word53 word198 word164 word258 word196 word214 https://www.site.com/p/45 word127 word140 word203 word175 word150 word231 word68 word70 word211 word262 https://www.site.com/p/172 word153 https://www.site.com/p/181 word280 word160 https://www.site.com/p/170 word283 word111 word102 word107 word148 https://www.site.com/p/177 word176 word67
30,https://www.site.com/p/30,0,0,word6 word267 word54 word12 word195 word74 word27 word28 word102 word136 word82 word146 word128 word74 word31 word151 word104 word277 https://www.site.com/p/189 word16 word183 word231 word52 word287 word114 word287 word199 word121 word261 word147 word24 word195 word198 word213 word160 word282 word27 word6 word128 https://www.site.com/p/52 word103 word226 word115 word188 word279 word100 word99 word150 word229 word90 word38 word95 word88 word263 word61 word193 word20 word219 word142 word284 word135 word66 word82 word299 word130 word2 word169 word238 word79 word20 word78 word165 word26 word154 word251 word293 word281 word183 word37 word162 word269 word112 word94 word266 word34 word258 word81 word212 word278 word274 word206 word47 word178 word113 word109 word169 word169 word184 word150 word111 word271 word243 word287 word4 word58 word177 word228 word123 word124 word20 word164 word195 word58 https://www.site.com/p/198 word197 word131 word276 word144 word12 word264 word191 word263 word260 word228 word249 word22 word151 word98 word164 word263 word42 word49 word85 word275 word273 word3 word33
31,https://www.site.com/p/31,0,0,word235 word169 word19 word44 word37 word27 word91 word128 word285 word36 word294 word116 word132 word208 word198 word230 word207 word221 word161 https://www.site.com/p/35 word8 word199 word60 word273 word3 word32 word299 word23 word37 word183 word257 word54 word148 word154 word44 word144 word224 word195 word202 word15 https://www.site.com/p/91 word242 word80 word273 word112 word69 word200 word279 word151 word73 word152 word191 word5 word283 word284 word72 word63 word21 word2 word293 word201 word275 word280 word43 word156 word107 word176 word108 word211 word262 word72 word82 https://www.site.com/p/84 https://www.site.com/p/81 word94 word113 word129 https://www.site.com/p/6 word99 word58 word92 word290 word27 https://www.site.com/p/35 word281 word236 word281 word37 word148 https://www.site.com/p/62
